material_input,llm_provider,llm_model,success,error_message,llm_formula,llm_space_group,llm_lattice_params,llm_atomic_positions,mp_formula,mp_space_group,mp_lattice_params,mp_atomic_positions,processing_time,api_failure,score
Potassium niobate,google,gemini-2.5-flash,True,,KNbO3,Amm2,"{'a': 5.694, 'b': 3.973, 'c': 5.721, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.5, 0.5]}, {'element': 'Nb', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.0, 0.509]}, {'element': 'O', 'position': [0.0, 0.5, 0.009]}, {'element': 'O', 'position': [0.25, 0.25, 0.0]}]",KNbO3,R3m,"{'a': 4.049923854879114, 'b': 4.0499238731574305, 'c': 4.0499247414557855, 'alpha': 89.83687109964886, 'beta': 89.83687925054527, 'gamma': 89.83686205811088}","[{'element': 'K', 'position': [0.01326228, 0.01326228, 0.01326228]}, {'element': 'Nb', 'position': [0.50305267, 0.50305267, 0.50305267]}, {'element': 'O', 'position': [0.03114225, 0.5295219, 0.5295219]}, {'element': 'O', 'position': [0.5295219, 0.5295219, 0.03114225]}, {'element': 'O', 'position': [0.5295219, 0.03114225, 0.5295219]}]",23.24540066719055,False,0.5
Yttrium aluminum garnet,google,gemini-2.5-flash,False,LLM failed to identify material,,,,,,,,,35.70730543136597,False,0.0
Molybdenum disulfide,google,gemini-2.5-flash,False,LLM failed to identify material,,,,,,,,,30.658166885375977,False,0.0
Tungsten disulfide,google,gemini-2.5-flash,True,,WS2,P6_3/mmc,"{'a': 3.185, 'b': 3.185, 'c': 12.519, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'W', 'position': [0.33333, 0.66667, 0.25]}, {'element': 'W', 'position': [0.66667, 0.33333, 0.75]}, {'element': 'S', 'position': [0.33333, 0.66667, 0.6205]}, {'element': 'S', 'position': [0.66667, 0.33333, 0.8795]}, {'element': 'S', 'position': [0.66667, 0.33333, 0.1205]}, {'element': 'S', 'position': [0.33333, 0.66667, 0.3795]}]",WS2,P6_3/mmc,"{'a': 3.18422303, 'b': 3.184222759446127, 'c': 12.97828236, 'alpha': 90.0, 'beta': 90.0, 'gamma': 59.99999708542767}","[{'element': 'W', 'position': [0.666666, 0.666667, 0.75]}, {'element': 'W', 'position': [0.333333999999999, 0.333333, 0.25]}, {'element': 'S', 'position': [0.666666, 0.666667, 0.12980494]}, {'element': 'S', 'position': [0.333333999999999, 0.333333, 0.6298039400000001]}, {'element': 'S', 'position': [0.666666, 0.666667, 0.37019506]}, {'element': 'S', 'position': [0.333333999999999, 0.333333, 0.87019606]}]",13.079198122024536,False,0.75
Molybdenum diselenide,google,gemini-2.5-flash,True,,MoSe2,P6_3/mmc,"{'a': 3.32, 'b': 3.32, 'c': 12.93, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Mo', 'position': [0.3333, 0.6667, 0.25]}, {'element': 'Mo', 'position': [0.6667, 0.3333, 0.75]}, {'element': 'Se', 'position': [0.3333, 0.6667, 0.62]}, {'element': 'Se', 'position': [0.6667, 0.3333, 0.12]}, {'element': 'Se', 'position': [0.6667, 0.3333, 0.88]}, {'element': 'Se', 'position': [0.3333, 0.6667, 0.38]}]",MoSe2,P6_3/mmc,"{'a': 3.32226017, 'b': 3.3222602064893203, 'c': 13.54295655, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00001006484321}","[{'element': 'Mo', 'position': [0.666667, 0.333333, 0.75]}, {'element': 'Mo', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.87222232]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.37222232]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.62777768]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.12777768]}]",13.68570327758789,False,0.75
Tungsten diselenide,google,gemini-2.5-flash,True,,WSe2,P6_3/mmc,"{'a': 3.308, 'b': 3.308, 'c': 12.969, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'W', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'W', 'position': [0.666667, 0.333333, 0.75]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.085]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.415]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.585]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.915]}]",WSe2,P6_3/mmc,"{'a': 3.319932129999999, 'b': 3.3199337136020297, 'c': 13.7371873, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00001535487395}","[{'element': 'W', 'position': [0.666667, 0.333333, 0.75]}, {'element': 'W', 'position': [0.333333, 0.666667, 0.25]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.87100079]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.37100079]}, {'element': 'Se', 'position': [0.333333, 0.666667, 0.62899921]}, {'element': 'Se', 'position': [0.666667, 0.333333, 0.12899921]}]",12.73989725112915,False,0.75
Calcium titanate,google,gemini-2.5-flash,True,,CaTiO3,Pnma,"{'a': 5.379, 'b': 7.645, 'c': 5.437, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ca', 'position': [0.0, 0.25, 0.0]}, {'element': 'Ca', 'position': [0.5, 0.75, 0.5]}, {'element': 'Ca', 'position': [0.5, 0.25, 0.5]}, {'element': 'Ca', 'position': [0.0, 0.75, 0.0]}, {'element': 'Ti', 'position': [0.0, 0.0, 0.5]}, {'element': 'Ti', 'position': [0.5, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.0]}, {'element': 'Ti', 'position': [0.0, 0.5, 0.5]}, {'element': 'O', 'position': [0.0, 0.25, 0.5]}, {'element': 'O', 'position': [0.5, 0.75, 0.0]}, {'element': 'O', 'position': [0.5, 0.25, 0.0]}, {'element': 'O', 'position': [0.0, 0.75, 0.5]}, {'element': 'O', 'position': [0.28, 0.04, 0.28]}, {'element': 'O', 'position': [0.22, 0.96, 0.78]}, {'element': 'O', 'position': [0.78, 0.46, 0.22]}, {'element': 'O', 'position': [0.72, 0.54, 0.72]}, {'element': 'O', 'position': [0.72, 0.96, 0.72]}, {'element': 'O', 'position': [0.78, 0.04, 0.22]}, {'element': 'O', 'position': [0.22, 0.54, 0.78]}, {'element': 'O', 'position': [0.28, 0.46, 0.28]}]",CaTiO3,Pnma,"{'a': 5.37204886, 'b': 5.46279649, 'c': 7.63635962, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ca', 'position': [0.50906691, 0.54239755, 0.75]}, {'element': 'Ca', 'position': [0.49093309, 0.45760245, 0.25]}, {'element': 'Ca', 'position': [0.9909330900000001, 0.04239755, 0.75]}, {'element': 'Ca', 'position': [0.009066910000000001, 0.95760245, 0.25]}, {'element': 'Ti', 'position': [0.0, 0.5, 0.5]}, {'element': 'Ti', 'position': [0.0, 0.5, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.0, 0.5]}, {'element': 'Ti', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.07678111, 0.48132762, 0.75]}, {'element': 'O', 'position': [0.92321889, 0.51867238, 0.25]}, {'element': 'O', 'position': [0.42321889, 0.9813276200000001, 0.75]}, {'element': 'O', 'position': [0.57678111, 0.01867238, 0.25]}, {'element': 'O', 'position': [0.79029372, 0.78961378, 0.95984128]}, {'element': 'O', 'position': [0.20970628, 0.21038622, 0.45984128]}, {'element': 'O', 'position': [0.20970628, 0.21038622, 0.04015872]}, {'element': 'O', 'position': [0.79029372, 0.78961378, 0.54015872]}, {'element': 'O', 'position': [0.70970628, 0.28961378, 0.95984128]}, {'element': 'O', 'position': [0.29029372000000003, 0.7103862200000001, 0.45984128]}, {'element': 'O', 'position': [0.29029372000000003, 0.7103862200000001, 0.04015872]}, {'element': 'O', 'position': [0.70970628, 0.28961378, 0.54015872]}]",21.10242986679077,False,0.9652
Bismuth ferrite,google,gemini-2.5-flash,True,,BiFeO3,R3c,"{'a': 3.965, 'b': 3.965, 'c': 3.965, 'alpha': 89.36, 'beta': 89.36, 'gamma': 89.36}","[{'element': 'Bi', 'position': [0.0, 0.0, 0.0]}, {'element': 'Fe', 'position': [0.25, 0.25, 0.25]}, {'element': 'O', 'position': [0.5, 0.0, 0.25]}, {'element': 'O', 'position': [0.25, 0.5, 0.0]}, {'element': 'O', 'position': [0.0, 0.25, 0.5]}]",FeBiO3,R3c,"{'a': 5.588111297438877, 'b': 5.588104960371853, 'c': 5.647855250082794, 'alpha': 60.350634408791635, 'beta': 119.64937733189838, 'gamma': 119.99963616964396}","[{'element': 'Fe', 'position': [0.22335047, 0.7766386, 0.67005085]}, {'element': 'Fe', 'position': [0.72335989, 0.27665068, 0.17004618]}, {'element': 'Bi', 'position': [0.49895968, 0.50105404, 0.49684832]}, {'element': 'Bi', 'position': [-0.00105449, 0.00103933, -0.00315194]}, {'element': 'O', 'position': [0.43369659, 0.11515196, 0.35470125]}, {'element': 'O', 'position': [0.0361536, 0.56630568, 0.35470413]}, {'element': 'O', 'position': [0.88484205, 0.96384821, 0.35470352]}, {'element': 'O', 'position': [0.38484571, 0.06630061, 0.85469904]}, {'element': 'O', 'position': [0.53614698, 0.6151599, 0.85470017]}, {'element': 'O', 'position': [0.93369652, 0.46384998, 0.85470148]}]",32.55533051490784,False,0.25
Lanthanum aluminate,google,gemini-2.5-flash,True,,LaAlO3,R-3c,"{'a': 5.352, 'b': 5.352, 'c': 5.352, 'alpha': 55.6, 'beta': 55.6, 'gamma': 55.6}","[{'element': 'La', 'position': [0.25, 0.25, 0.25]}, {'element': 'La', 'position': [0.75, 0.75, 0.75]}, {'element': 'Al', 'position': [0.0, 0.0, 0.0]}, {'element': 'Al', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.25, 0.75, 0.25]}, {'element': 'O', 'position': [0.75, 0.25, 0.75]}, {'element': 'O', 'position': [0.25, 0.25, 0.75]}, {'element': 'O', 'position': [0.75, 0.75, 0.25]}, {'element': 'O', 'position': [0.75, 0.25, 0.25]}, {'element': 'O', 'position': [0.25, 0.75, 0.75]}]",LaAlO3,Imma,"{'a': 5.35528910525926, 'b': 5.35528910525926, 'c': 5.35528910525926, 'alpha': 90.19529289283085, 'beta': 119.7749816068099, 'gamma': 119.99976855008786}","[{'element': 'La', 'position': [0.00103921, 0.25, 0.7510392100000001]}, {'element': 'La', 'position': [0.99896079, 0.75, 0.24896079000000002]}, {'element': 'Al', 'position': [0.5, 0.5, 0.5]}, {'element': 'Al', 'position': [0.5, -0.0, -0.0]}, {'element': 'O', 'position': [0.5, 0.27061796, 0.77061796]}, {'element': 'O', 'position': [0.0, 0.77061796, 0.77061796]}, {'element': 'O', 'position': [0.5, 0.7293820400000001, 0.22938204]}, {'element': 'O', 'position': [-0.0, 0.22938204, 0.22938204]}, {'element': 'O', 'position': [0.54021295, 0.25, 0.29021295]}, {'element': 'O', 'position': [0.45978705000000003, 0.75, 0.70978705]}]",23.18835711479187,False,0.5
Lithium cobalt oxide,google,gemini-2.5-flash,False,LLM failed to identify material,,,,,,,,,37.152947187423706,False,0.0
Lithium iron phosphate,google,gemini-2.5-flash,True,,LiFePO4,Pnma,"{'a': 10.4042, 'b': 6.079, 'c': 4.7404, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'Li', 'position': [0.5, 0.5, 0.5]}, {'element': 'Li', 'position': [0.0, 0.5, 0.0]}, {'element': 'Li', 'position': [0.5, 0.0, 0.5]}, {'element': 'Fe', 'position': [0.2818, 0.25, 0.9822]}, {'element': 'Fe', 'position': [0.7182, 0.75, 0.0178]}, {'element': 'Fe', 'position': [0.2182, 0.75, 0.4822]}, {'element': 'Fe', 'position': [0.7818, 0.25, 0.5178]}, {'element': 'P', 'position': [0.095, 0.25, 0.418]}, {'element': 'P', 'position': [0.905, 0.75, 0.582]}, {'element': 'P', 'position': [0.405, 0.75, 0.918]}, {'element': 'P', 'position': [0.595, 0.25, 0.082]}, {'element': 'O', 'position': [0.18, 0.25, 0.75]}, {'element': 'O', 'position': [0.82, 0.75, 0.25]}, {'element': 'O', 'position': [0.32, 0.75, 0.25]}, {'element': 'O', 'position': [0.68, 0.25, 0.75]}, {'element': 'O', 'position': [0.455, 0.045, 0.28]}, {'element': 'O', 'position': [0.045, 0.455, 0.72]}, {'element': 'O', 'position': [0.455, 0.955, 0.72]}, {'element': 'O', 'position': [0.045, 0.545, 0.28]}, {'element': 'O', 'position': [0.545, 0.955, 0.72]}, {'element': 'O', 'position': [0.955, 0.545, 0.28]}, {'element': 'O', 'position': [0.545, 0.045, 0.28]}, {'element': 'O', 'position': [0.955, 0.455, 0.72]}]",LiFePO4,Pnma,"{'a': 10.23619605, 'b': 5.970755100000077, 'c': 4.654917190000101, 'alpha': 90.00002115162388, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'Li', 'position': [0.5, 0.5, 0.5]}, {'element': 'Li', 'position': [0.5, 0.0, 0.5]}, {'element': 'Li', 'position': [0.0, 0.5, 0.0]}, {'element': 'Fe', 'position': [0.7811512700000001, 0.25, 0.52986573]}, {'element': 'Fe', 'position': [0.71884873, 0.75, 0.029867730000000002]}, {'element': 'Fe', 'position': [0.28115127, 0.25, 0.97013327]}, {'element': 'Fe', 'position': [0.21884873, 0.75, 0.47013327]}, {'element': 'P', 'position': [0.0938663, 0.25, 0.41862257]}, {'element': 'P', 'position': [0.4061337, 0.75, 0.9186235700000001]}, {'element': 'P', 'position': [0.5938663, 0.25, 0.08137543]}, {'element': 'P', 'position': [0.906133699999999, 0.75, 0.58137643]}, {'element': 'O', 'position': [0.09423067, 0.25, 0.74478656]}, {'element': 'O', 'position': [0.83415452, 0.54555803, 0.71373534]}, {'element': 'O', 'position': [0.83415452, 0.95444297, 0.71373534]}, {'element': 'O', 'position': [0.9057703300000001, 0.75, 0.25521444]}, {'element': 'O', 'position': [0.044308560000000004, 0.75, 0.70986445]}, {'element': 'O', 'position': [0.40576933, 0.75, 0.24478556]}, {'element': 'O', 'position': [0.16584548000000002, 0.04555803, 0.28626566000000003]}, {'element': 'O', 'position': [0.66584548, 0.45444197000000003, 0.21373434]}, {'element': 'O', 'position': [0.33415452, 0.54555803, 0.78626566]}, {'element': 'O', 'position': [0.33415452, 0.95444297, 0.78626566]}, {'element': 'O', 'position': [0.9556914400000001, 0.25, 0.29013655]}, {'element': 'O', 'position': [0.45569144, 0.25, 0.20986345]}, {'element': 'O', 'position': [0.54430856, 0.75, 0.79013755]}, {'element': 'O', 'position': [0.59423067, 0.25, 0.7552154400000001]}, {'element': 'O', 'position': [0.66584548, 0.04555803, 0.21373434]}, {'element': 'O', 'position': [0.16584548000000002, 0.45444197000000003, 0.28626566000000003]}]",30.77719569206237,False,0.75
Lithium manganese oxide,google,gemini-2.5-flash,True,,LiMn2O4,Fd-3m,"{'a': 8.247, 'b': 8.247, 'c': 8.247, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'Mn', 'position': [0.625, 0.625, 0.625]}, {'element': 'O', 'position': [0.262, 0.262, 0.262]}]",LiMn2O4,Fd-3m,"{'a': 5.701187821923492, 'b': 5.703137486846783, 'c': 5.703422930386214, 'alpha': 119.99807779130704, 'beta': 119.98922645796699, 'gamma': 89.99623776598396}","[{'element': 'Li', 'position': [0.8749982666666665, 0.12489822333333334, 0.7502152966666664]}, {'element': 'Li', 'position': [0.12507837666666663, 0.8751932766666667, 0.25069291333333327]}, {'element': 'Mn', 'position': [0.9999161866666665, 0.5001909533333333, 0.5008976766666664]}, {'element': 'Mn', 'position': [0.49994105333333344, 0.00022131999999975405, 0.0009974300000001879]}, {'element': 'Mn', 'position': [0.4999073233333337, 0.5002372566666666, 0.5010239033333335]}, {'element': 'Mn', 'position': [0.49989350333333327, 0.5001146433333334, 0.0009303166666665419]}, {'element': 'O', 'position': [0.7373398300000003, 0.26266469333333364, 0.4757776466666671]}, {'element': 'O', 'position': [0.26236694000000005, 0.7375488700000001, 0.9757452300000002]}, {'element': 'O', 'position': [0.2625057466666668, 0.73781913, 0.5261667600000004]}, {'element': 'O', 'position': [0.28753336000000007, 0.2627532399999998, 0.026181749999999893]}, {'element': 'O', 'position': [0.7123176333333334, 0.7376219666666668, 0.9758515533333336]}, {'element': 'O', 'position': [0.7372849033333333, 0.7125431533333335, 0.4757608166666667]}, {'element': 'O', 'position': [0.26250287333333344, 0.28778045333333346, 0.5261471366666669]}, {'element': 'O', 'position': [0.7375406633333335, 0.2627364833333337, 0.02606689666666723]}]",31.71409749984741,False,0.75
Lithium titanate,google,gemini-2.5-flash,False,LLM failed to identify material,,,,,,,,,39.62911868095398,False,0.0
Potassium chloride,google,gemini-2.5-flash,True,,KCl,Fm-3m,"{'a': 6.293, 'b': 6.293, 'c': 6.293, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",KCl,Fm-3m,"{'a': 4.4432770640082975, 'b': 4.4432770147909, 'c': 4.44327718, 'alpha': 59.99999877003548, 'beta': 59.999999136453894, 'gamma': 59.999994716588446}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",12.562426567077637,False,1.0
GST,google,gemini-2.5-flash,False,LLM failed to identify material,,,,,,,,,36.18500065803528,False,0.0
Antimony trisulfide,google,gemini-2.5-flash,True,,Sb2S3,Pnma,"{'a': 11.229, 'b': 3.839, 'c': 11.31, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.119, 0.25, 0.128]}, {'element': 'Sb', 'position': [0.881, 0.75, 0.872]}, {'element': 'Sb', 'position': [0.381, 0.75, 0.628]}, {'element': 'Sb', 'position': [0.619, 0.25, 0.372]}, {'element': 'Sb', 'position': [0.34, 0.25, 0.38]}, {'element': 'Sb', 'position': [0.66, 0.75, 0.62]}, {'element': 'Sb', 'position': [0.16, 0.75, 0.88]}, {'element': 'Sb', 'position': [0.84, 0.25, 0.12]}, {'element': 'S', 'position': [0.04, 0.25, 0.48]}, {'element': 'S', 'position': [0.96, 0.75, 0.52]}, {'element': 'S', 'position': [0.46, 0.75, 0.98]}, {'element': 'S', 'position': [0.54, 0.25, 0.02]}, {'element': 'S', 'position': [0.22, 0.25, 0.04]}, {'element': 'S', 'position': [0.78, 0.75, 0.96]}, {'element': 'S', 'position': [0.28, 0.75, 0.54]}, {'element': 'S', 'position': [0.72, 0.25, 0.46]}, {'element': 'S', 'position': [0.44, 0.25, 0.26]}, {'element': 'S', 'position': [0.56, 0.75, 0.74]}, {'element': 'S', 'position': [0.06, 0.75, 0.76]}, {'element': 'S', 'position': [0.94, 0.25, 0.24]}]",Sb2S3,Pnma,"{'a': 3.8447329100000003, 'b': 11.36714114, 'c': 11.80011845, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.75, 0.46558362000000003, 0.8573504]}, {'element': 'Sb', 'position': [0.25, 0.53441638, 0.1426496]}, {'element': 'Sb', 'position': [0.25, 0.96558362, 0.642649599999999]}, {'element': 'Sb', 'position': [0.75, 0.03441638, 0.357350399999999]}, {'element': 'Sb', 'position': [0.25, 0.17308267, 0.9669435999999991]}, {'element': 'Sb', 'position': [0.75, 0.82691733, 0.0330564]}, {'element': 'Sb', 'position': [0.75, 0.67308267, 0.5330564]}, {'element': 'Sb', 'position': [0.25, 0.32691733, 0.466943599999999]}, {'element': 'S', 'position': [0.75, 0.06146949, 0.87592716]}, {'element': 'S', 'position': [0.25, 0.93853051, 0.12407284]}, {'element': 'S', 'position': [0.25, 0.56146949, 0.62407284]}, {'element': 'S', 'position': [0.75, 0.43853051, 0.37592716]}, {'element': 'S', 'position': [0.75, 0.37923204, 0.04854145]}, {'element': 'S', 'position': [0.25, 0.62076796, 0.95145855]}, {'element': 'S', 'position': [0.25, 0.87923204, 0.45145855]}, {'element': 'S', 'position': [0.75, 0.12076796000000001, 0.54854145]}, {'element': 'S', 'position': [0.25, 0.18854761, 0.30024927]}, {'element': 'S', 'position': [0.75, 0.81145239, 0.69975073]}, {'element': 'S', 'position': [0.75, 0.68854761, 0.19975073000000002]}, {'element': 'S', 'position': [0.25, 0.31145239, 0.80024927]}]",17.85845184326172,False,0.8497
Antimony triselenide,google,gemini-2.5-flash,True,,Sb2Se3,Pnma,"{'a': 11.701, 'b': 3.985, 'c': 11.621, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.1197, 0.25, 0.3804]}, {'element': 'Sb', 'position': [0.8803, 0.75, 0.6196]}, {'element': 'Sb', 'position': [0.6197, 0.25, 0.1196]}, {'element': 'Sb', 'position': [0.3803, 0.75, 0.8804]}, {'element': 'Sb', 'position': [0.3697, 0.25, 0.1196]}, {'element': 'Sb', 'position': [0.6303, 0.75, 0.8804]}, {'element': 'Sb', 'position': [0.8697, 0.25, 0.3804]}, {'element': 'Sb', 'position': [0.1303, 0.75, 0.6196]}, {'element': 'Se', 'position': [0.0, 0.25, 0.12]}, {'element': 'Se', 'position': [0.0, 0.75, 0.88]}, {'element': 'Se', 'position': [0.5, 0.25, 0.38]}, {'element': 'Se', 'position': [0.5, 0.75, 0.62]}, {'element': 'Se', 'position': [0.25, 0.25, 0.37]}, {'element': 'Se', 'position': [0.75, 0.75, 0.63]}, {'element': 'Se', 'position': [0.75, 0.25, 0.13]}, {'element': 'Se', 'position': [0.25, 0.75, 0.87]}, {'element': 'Se', 'position': [0.5, 0.25, 0.0]}, {'element': 'Se', 'position': [0.5, 0.75, 0.0]}, {'element': 'Se', 'position': [0.0, 0.25, 0.5]}, {'element': 'Se', 'position': [0.0, 0.75, 0.5]}]",Sb2Se3,Pnma,"{'a': 4.00155687, 'b': 11.71362971, 'c': 12.3620732, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sb', 'position': [0.75, 0.0380946, 0.14032237]}, {'element': 'Sb', 'position': [0.25, 0.961905399999999, 0.85967763]}, {'element': 'Sb', 'position': [0.25, 0.5380946, 0.35967763]}, {'element': 'Sb', 'position': [0.75, 0.461905399999999, 0.64032237]}, {'element': 'Sb', 'position': [0.25, 0.32959138, 0.033812840000000004]}, {'element': 'Sb', 'position': [0.75, 0.67040862, 0.96618716]}, {'element': 'Sb', 'position': [0.75, 0.82959138, 0.46618716]}, {'element': 'Sb', 'position': [0.25, 0.17040862, 0.5338128400000001]}, {'element': 'Se', 'position': [0.75, 0.12752536, 0.9483452]}, {'element': 'Se', 'position': [0.25, 0.87247464, 0.0516548]}, {'element': 'Se', 'position': [0.25, 0.62752536, 0.5516548]}, {'element': 'Se', 'position': [0.75, 0.37247464, 0.4483452]}, {'element': 'Se', 'position': [0.25, 0.19210067, 0.20533132]}, {'element': 'Se', 'position': [0.75, 0.80789933, 0.79466868]}, {'element': 'Se', 'position': [0.75, 0.69210067, 0.29466868]}, {'element': 'Se', 'position': [0.25, 0.30789933, 0.70533132]}, {'element': 'Se', 'position': [0.75, 0.05409869, 0.62734915]}, {'element': 'Se', 'position': [0.25, 0.94590131, 0.37265085000000003]}, {'element': 'Se', 'position': [0.25, 0.55409869, 0.87265085]}, {'element': 'Se', 'position': [0.75, 0.44590131, 0.12734915]}]",19.22108006477356,False,0.8433
Yttrium barium copper oxide,google,gemini-2.5-flash,False,llm returned chemical formula as dict instead of string,"{'reduced': 'YBa2Cu3O7', 'full': 'Y1Ba2Cu3O7'}",Pmmm,"{'a': 3.823, 'b': 3.886, 'c': 11.688, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Y', 'position': [0.5, 0.5, 0.5]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.1848]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.8152]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.3541]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.6459]}, {'element': 'O', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.5, 0.3789]}, {'element': 'O', 'position': [0.0, 0.5, 0.6211]}, {'element': 'O', 'position': [0.5, 0.0, 0.3776]}, {'element': 'O', 'position': [0.5, 0.0, 0.6224]}]",Ba2YCu3O7,Pmmm,"{'a': 3.844668, 'b': 3.926152, 'c': 11.823664, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.5, 0.5, 0.819391]}, {'element': 'Ba', 'position': [0.5, 0.5, 0.180609]}, {'element': 'Y', 'position': [0.5, 0.5, 0.5]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.646678]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.353321999999999]}, {'element': 'Cu', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.620653]}, {'element': 'O', 'position': [0.5, 0.0, 0.379347]}, {'element': 'O', 'position': [0.0, 0.5, 0.621651]}, {'element': 'O', 'position': [0.0, 0.5, 0.378349]}, {'element': 'O', 'position': [0.0, 0.0, 0.84082]}, {'element': 'O', 'position': [0.0, 0.0, 0.15918000000000002]}]",16.731874704360962,False,0.0
